0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2	0.2	0.2	1	0.11763936997581857	0.154475940372287
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2	0.2	0.2	1	0.05228416443369714	0.03432798674939711
0.8	0.2	0.2	0	0	0	0	0	0	0	0	0.4	0.4	0	0	0	0	0	0.09149728775897001	0.060073976811444954
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2	0.2	0.2	1	0.032677602771060715	0.030036988405722477
0	0	0	0	0	0	0	0.6	0.8	0	0	0	0	0	0	0	0	0	0.11763936997581857	0.0772379701861435
1	0.2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0.1960656166263643	0.12872995031023918
0	0	0	0	0	0.8	0.2	0	0	0	0	1	1	0	0	0	0	0	0.06535520554212143	0.060073976811444954
0	0	0	0	0	0	0	0.8	0.2	0	0	0.4	0.4	0	0	0	0	0	0.058819684987909286	0.03861898509307175
0	0	0	0	0	0	0	0.8	0.2	0	0	0.4	0.4	0	0	0	0	0	0.23527873995163714	0.21454991718373198
0	0	0	0	0	0	0	0.6	0.8	0	0	0	0	0	0	0	0	0	0.09149728775897001	0.060073976811444954
0.8	0.2	0.2	0.8	0.2	0	0	0	0	0	0	0.4	0.4	1	0.2	0.2	0.2	0.2	0.1960656166263643	0.12872995031023918
0	0	0	0	0	0.8	0.2	0	0	0	0	0.8	0.4	0	0	0	0	0	0.13071041108424286	0.08581996687349279
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	1	1	0.2	0.2	0.2	1	0.13071041108424286	0.08581996687349279
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.09149728775897001	0.12872995031023918
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.8	0.2	0.6	0.8	0	0	0	0	0	0	0	0	0	0.23527873995163714	0.154475940372287
0	0	0	0	0	0	0	0.8	0.2	0	0	0.4	0.4	0	0	0	0	0	0.06535520554212143	0.042909983436746395
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.6	0.8	0	0	0	0	0	0	0	0	0	0.10456832886739428	0.06865597349879422
0	0	0	0	0	0	0	0.6	0.8	0	0	0	0	0.8	0.2	0.2	0.2	0.2	0.06535520554212143	0.042909983436746395
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.058819684987909286	0.03861898509307175
0	0	0	0	0	0	0	0	0	0.8	0.2	1	0.8	0	0	0	0	0	0.10456832886739428	0.06865597349879422
0	0	0	0	0	0	0	0	0	0.8	0.2	0.4	0.4	0.8	0.2	0.2	0.2	0.2	0.05228416443369714	0.060073976811444954
0.8	0.2	0.2	0	0	0	0	0	0	0	0	0.8	1	0	0	0	0	0	0.1960656166263643	0.12872995031023918
1	1	1	0.8	0.2	0	0	0.6	0.8	0	0	1	1	1	1	1	0.2	1	0.09149728775897001	0.11156595693554062
1	0.8	0.8	0	0	1	1	0	0	0	0	1	1	0.4	0	0	0	0.4	0.16992353440951571	0.11156595693554062
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.10456832886739428	0.06865597349879422
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.05228416443369714	0.05149198012409567
0	0	0	0	0	0.8	0.2	0	0	0	0	1	1	0	0	0	0	0	0.10456832886739428	0.12872995031023918
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	0.8	0.2	0.2	0.2	0.2	0.07189072609633357	0.05578297846777031
0	0	0	0	0	0	0	0.8	0.2	0.8	0.2	0.8	0.8	0.8	0.2	0.2	0.2	0.2	0.045748643879485004	0.030036988405722477
1	1	0.2	0	0	0	0	0	0	0	0	0.8	0.8	1	0.2	0.2	0.2	1	0.15685249330109144	0.10298396024819134
0	0	0	0	0	0.6	0.8	0	0	0	0	0.4	0.4	0.4	0	0	0	0.4	0.03921312332527286	0.025745990062047835
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.8	0.2	0.8	1	0	0	0	0	0	0.13071041108424286	0.18880392712168412
1	1	1	0	0	0	0	0	0	0	0	1	1	1	0.2	0.2	0.2	1	0.07842624665054572	0.10298396024819134
0	0	0	0	0	0	0	0	0	1	1	0.8	0.8	1	0.2	0.2	0.2	1	0.13071041108424286	0.11156595693554062
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.8	0.2	0.4	0.4	0	0	0	0	0	0.13071041108424286	0.08581996687349279
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.2	1	0	0	0	0	0	0	0	0	1	1	0.8	0.2	0.2	0.2	0.2	0.15685249330109144	0.10298396024819134
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.8	0.2	0.2	0	0	0.8	0.2	0.8	0.2	0.8	0.2	1	1	0.8	0.2	0.2	0.2	0.2	0.18299457551794002	0.154475940372287
0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0.2	0.2	0.2	0.2	0.15685249330109144	0.12872995031023918
0.8	0.2	0.2	0	0	0	0	0	0	0	0	1	0.8	1	0.2	0.2	0.2	1	0.14378145219266714	0.09440196356084206
0.8	0.2	0.2	0	0	0	0	0.8	0.2	0.8	0.2	1	1	0	0	0	0	0	0.09149728775897001	0.060073976811444954
0	0	0	0	0	0	0	0	0	1	1	0.8	0.8	1	0.2	0.2	0.2	1	0.09149728775897001	0.060073976811444954
0	0	0	0	0	0	0	0.8	0.2	0	0	0.4	0.4	0	0	0	0	0	0.11763936997581857	0.0772379701861435
0	0	0	0.8	0.2	0	0	0	0	0	0	0	0	1	1	1	0.2	1	0.15685249330109144	0.10298396024819134
0	0	0	0	0	0	0	0.6	0.8	0	0	0	0	0	0	0	0	0	0.05228416443369714	0.03432798674939711
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.8	0.2	0.2	0	0	0	0	1	1	0	0	0.8	0.8	1	0.2	0.2	0.2	1	0.10456832886739428	0.17163993374698558
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.8	0.2	0.8	0.2	0	0	0.4	0.4	0	0	0	0	0	0.23076923076923078	0.20202020202020202
0	0	0	0	0	0	0	0	0	0.8	0.2	0.4	0.4	0	0	0	0	0	0.15685249330109144	0.18880392712168412
0.8	0.2	0.2	0	0	0	0	0	0	0	0	0.8	1	0.8	0.2	0.2	0.2	0.2	0.10456832886739428	0.17163993374698558
0	0	0	0.8	0.2	0	0	0	0	0	0	0	0	1	1	1	0.2	1	0.10456832886739428	0.06865597349879422
0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0.2	0.2	0.2	0.2	0.10456832886739428	0.15018494202861238
0	0	0	0	0	0	0	0	0	1	1	1	1	1	0.2	0.2	0.2	0.6000000000000001	0.11763936997581857	0.0772379701861435
0	0	0	0	0	0	0	0	0	0.8	0.2	0.4	0.4	0	0	0	0	0	0.18953009607215215	0.12443895196656454
